BIOI1-134BB1011R,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI1-134BB1013X,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI1-134CA1001K,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI1-134CA1003M,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI1-134CA1005A,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI1-134CA1007B,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI1-134CA1009C,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI1-134CA1011S,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI1-134CA1013S,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI1-134CA1015V,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI1-134CA1017H,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI1-134CB1001U,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI1-134CB1003B,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI1-136AA1021R,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI1-136AA1023A,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-134AA1015F,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136AA1003V,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136AA1005E,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136AA1007H,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136AA1009V,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136AA1011C,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136AA1013Y,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136AA1015J,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136AA1017B,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136AA1019D,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136AA1025R,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136AB1001R,N/A,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136AB1003M,N/A,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136AB1005L,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136AB1007U,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136AB1009N,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136AB1011D,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136BA1001C,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136BA1007J,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136BA1009N,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136BA1011V,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136BA1013N,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136BA1015R,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136BA1017B,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136BB1001A,N/A,aruba-master,N/A
BIOI2-136BB1001M,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136BB1003J,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136BB1003K,N/A,aruba-master,N/A
BIOI2-136BB1003L,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136BB1005B,N/A,aruba-master,N/A
BIOI2-136BB1007W,N/A,aruba-master,N/A
BIOI2-136BB1009X,N/A,aruba-master,N/A
BIOI2-136BB1011G,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136BB1013E,N/A,aruba-master,N/A
BIOI2-136BB1015Q,N/A,aruba-master,N/A
BIOI2-136C1013P,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136CA1001,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136CA1003,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136CA1005,isb-wlc-1.cns.vt.edu isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu isb-wlc-1.cns.vt.edu,N/A N/A
BIOI2-136CA1005V,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136CA1007,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136CA1009,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136CA1011,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136CA1013,N/A,aruba-master,N/A
BIOI2-136CA1015,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136CAA1001A,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136CB1005E,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136CB1007U,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136CB1009M,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136CB1011R,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
BIOI2-136CB1015Q,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1082U,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1084K,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1086,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1087C,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1089H,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1093K,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1095A,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1096,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1099,,,
CMMID-479AA1101X,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1105K,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1107G,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1111T,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1112G,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1114X,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1115Q,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1117D,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1119A,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1122F,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1140,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1144J,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1146B,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1148,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1150,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1152,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1154,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1157L,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1158E,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1160M,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1162B,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CMMID-479AA1164G,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1001G,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1003M,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1005G,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1007X,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1009N,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1011M,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1013G,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1015K,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1017C,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1019Y,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1021Q,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1023Q,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1025N,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1027F,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1029S,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1031P,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1033P,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1035K,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1037P,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1039Y,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1041Y,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1043M,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1045H,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1047E,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1049K,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1051E,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1053G,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1055X,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
CSB-266BA1057W,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1001A,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1003C,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1005M,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1007R,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1009K,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1011L,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1013N,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1015N,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1017S,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1019M,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1021T,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1023F,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1025R,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1027F,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1029Y,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1031Y,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1033A,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1035H,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1037C,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1039B,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1041A,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1043A,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1045Q,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1047S,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1049H,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1051X,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1053G,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1055P,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1057A,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1059A,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1061P,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1063Y,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1065H,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FRA-128BA1067F,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
FST-147BA1129Y,,,
FST-147BA1137F,,,
FST-147BA1139B,,,
FST-147BA1141V,,,
FST-147BA1143J,,,
FST-147BA1145T,,,
FST-147BA1147H,,,
FST-147BA1149K,,,
FST-147BA1151R,,,
FST-147BA1153S,,,
FST-147BA1155W,,,
FST-147BA1157L,,,
FST-147BA1159K,,,
FST-147BA1161Y,,,
FST-147BA1163A,,,
FST-147BA1165S,,,
FST-147BA1167B,,,
FST-147CA1001V,,,
FST-147CA1015X,,,
FST-147CA1065Y,,,
FST-147CA1071V,,,
FST-147CA1073N,,,
FST-147CA1075B,,,
GRO-200-AP02,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
GRO-200-AP03,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
GRO-B1-AP01,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
GRO-B2-AP01,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
GRO-B7-AP01,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1002K,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1016N,isb-wlc-1.cns.vt.edu,N/A,198.82.169.189
HABB1-111CA1018H,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1027Y,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1035X,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1053B,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1059X,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1063H,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1073A,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1075F,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1081N,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1090P,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1106F,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1117J,isb-wlc-1.cns.vt.edu,N/A,198.82.169.189
HABB1-111CA1125W,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1131X,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1134S,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1138N,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1144T,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1151K,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1162W,isb-wlc-1.cns.vt.edu,N/A,198.82.169.189
HABB1-111CA1183F,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1185H,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1193F,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1196R,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1199G,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1201V,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1203G,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1213C,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1219W,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1225R,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1236F,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1240H,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1252S,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1261T,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1268G,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1285C,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1288Y,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1298N,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1303J,isb-wlc-1.cns.vt.edu,N/A,198.82.169.189
HABB1-111CA1307C,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1309K,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1311D,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1313N,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1317N,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1319L,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1323R,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111CA1326E,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111DA1003G,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111DA1006V,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111DA1011U,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111DA1018C,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111DA1028T,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111DA1041S,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111DA1043T,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111DA1047P,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111DA1064V,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111DA1070L,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111DA1073R,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111DA1079J,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111DA1089B,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111DA1094A,isb-wlc-1.cns.vt.edu,N/A,198.82.169.189
HABB1-111DA1101C,isb-wlc-1.cns.vt.edu,N/A,198.82.169.189
HABB1-111DA1105Y,isb-wlc-1.cns.vt.edu,N/A,198.82.169.189
HABB1-111DA1116G,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111DA1127Y,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-111DA1137A,isb-wlc-1.cns.vt.edu,N/A,198.82.169.189
HABB1-111DA1140Q,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
HABB1-440DA1075,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
ICTAS2-900AA1153X,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
ICTAS2-900AA1237J,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
ICTAS2-900AA1273N,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
ICTAS2-900AA1275J,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
ICTAS2-900AA1277E,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
ICTAS2-900AA1279A,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
ICTAS2-900AA1281S,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
ICTAS2-900AA1285S,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
ICTAS2-900BA1320W,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
ICTAS2-900BA1322N,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
ICTAS2-900BA1324G,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
ICTAS2-900BA1326C,isb-wlc-1.cns.vt.edu,isb-wlc-1.cns.vt.edu,N/A
